idx	Consumer Company	Country	District	Latitude	Longitude	Mill Company	Mill Name	Parent Company	Province	RSPO	UMLID
0	ferrero	honduras		15.824403	-85.896528		aceydesa	 aceites y derivados, s.a.	colon		
0		honduras	trujillo	15.824402800000001	-85.896528	aceites y derivados s.a.	aceites y derivados s.a. (aceydesa)	unknown	colón	rspo certified, ip	po1000002459
1	ferrero	indonesia		2.651388889	99.61777778	pt socfin indonesia	aek loba	 socfin	north sumatra		
1		indonesia	asahan	2.651389	99.617778	socfin indonesia	aek loba	socfin	sumatera utara	rspo certified, ip	po1000001252
2	ferrero	indonesia		-2.37025	112.60261200000001	pt sukajadi sawit mekar	agrowiratama sukajadi sawit mekar 2	 pt musim mas	central kalimantan		
2		indonesia	kotawaringin timur	-2.37025	112.6026111	sukajadi sawit mekar	sukajadi sawit mekar 2	musim mas	kalimantan tengah	rspo certified, ip	po1000000134
3	ferrero	indonesia		3.33072	99.04335	pt socfin indonesia	bangun bandar	 socfin	north sumatra		
3		indonesia	serdang bedagai	3.33166	99.04333299999999	socfin indonesia	bangun bandar mill	socfin	sumatera utara	rspo certified, ip	po1000000451
4	ferrero	indonesia		0.077043056	102.0308378	pt musim mas	batang kulim	 pt musim mas	riau		
4		indonesia	pelalawan	0.077043	102.030838	musim mas	batang kulim	musim mas	riau	rspo certified, ip	po1000000054
5	ferrero	indonesia		4.708255556	97.83973333	pt perkasa subur sakti	blang simpo	 sime darby plantation	aceh		
5		indonesia	aceh timur	4.70789	97.838433	perkasa subur sakti	blang simpo	sime darby	aceh	rspo certified, ip	po1000000706
6	ferrero	malaysia		1.931143	103.347365	sime darby plantation sdn bhd	bukit benut	 sime darby plantation	johor		
6		malaysia	keluang	1.931143	103.347365	sime darby plantation bhd	bukit benut (sou 22)	sime darby	johor	rspo certified, ip	po1000000194
7	ferrero	malaysia		5.335963	118.47363999999999	hap seng plantations (river estates) sdn. bhd.bukit mas		 hap seng plantations	sabah		
7		malaysia	kinabatangan	5.3373003	118.47363999999999	hap seng plantations (river estates) sdn bhd	bukit mas	hap seng plantations holdings berhad	sabah	rspo certified, ip	po1000000185
8	ferrero	malaysia		2.148725	102.97399399999999	sime darby plantation sdn bhd	chaah	 sime darby plantation	johor		
8		malaysia	batu pahat	2.148725	102.97399399999999	sime darby plantation bhd	chaah (sou 20)	sime darby	johor	rspo certified, ip	po1000000190
9	ferrero	malaysia		4.977523000000001	100.46148199999999	sime darby plantation sdn bhd	chersonese	 sime darby plantation	perak		
9		malaysia	kerian	4.978457	100.461902	sime darby plantation bhd	chersonese (sou 2)	sime darby	perak	rspo certified, ip	po1000000302
10	ferrero	malaysia		2.324247	102.482843	sime darby plantation sdn bhd	diamond jubilee	 sime darby plantation	melaka		
10		malaysia	jasin	2.324247	102.482843	sime darby plantation bhd	diamond jubilee (sou 18)	sime darby	melaka	rspo certified, ip	po1000000187
11	ferrero	malaysia		2.88426	101.436861	sime darby plantation sdn bhd	east oil	 sime darby plantation	selangor		
11		malaysia	kuala langat	2.8833330000000004	101.436136	sime darby plantation bhd	east (sou 8)	sime darby	selangor	rspo certified, ip	po1000000097
12	ferrero	indonesia		0.05304400000000001	103.207619	pt guntung idamannus	guntung idaman nusa 2	 pt musim mas	riau		
12		indonesia	indragiri hilir	0.0530444	103.20761	guntung idaman nusa	guntung idaman nusa 2	musim mas	riau	rspo certified, ip	po1000006505
13	ferrero	malaysia		2.243544	103.137941	sime darby plantation sdn bhd	gunung mas	 sime darby plantation	johor		
13		malaysia	segamat	2.243544	103.137941	sime darby plantation bhd	gunung mas (sou 21)	sime darby	johor	rspo certified, ip	po1000000183
14	ferrero	papua new guinea		-5.31111488	151.01097190000002	hargy palm oil ltd	hargy	 sipef	west new britain		
14		papua new guinea	talasea	-5.311111	151.01097	hargy oil palm limited	hargy mill	sipef	west new britain	rspo certified, ip	po1000000053
15	ferrero	malaysia		3.853889	100.968333	united plantations berhad	jendarata	 united plantations	perak		
15		malaysia	hilir perak	3.853889	100.968333	united plantations berhad	jendarata	united plantations	perak	rspo certified, ip	po1000000238
16	ferrero	malaysia		5.431112000000001	118.417224	jeroco plantations sdn bhd	jeroco 1	 hapseng	sabah		
16		malaysia	kinabatangan	5.431112000000001	118.417224	jeroco plantations sdn bhd	jeroco 1	hap seng plantations holdings berhad	sabah	rspo certified, ip	po1000000936
17	ferrero	malaysia		5.431112000000001	118.417224	jeroco plantations sdn bhd	jeroco 1	 hapseng	sabah		
17		malaysia	kinabatangan	5.431112000000001	118.417224	jeroco plantations sdn bhd	jeroco 2	hap seng plantations holdings berhad	sabah	rspo certified, mb	po1000003100
18	ferrero	papua new guinea		-5.5918611	150.21278	west new britain	kumbango	 nbpol	west new britain		
18		papua new guinea	talasea	-5.591861	150.2128	new britain palm oil	kumbango	nbpol	west new britain	rspo certified, ip	po1000007582
19	ferrero	malaysia		2.7488889	101.8045		labu	 sime darby plantation	negeri sembilan		
19		malaysia	seremban	2.748889	101.8045	sime darby plantation bhd	labu (sou 13)	sime darby	negeri sembilan	rspo certified, ip	po1000000297
20	ferrero	indonesia		2.391111111	97.95666666700001	pt socfin indonesia	lae butar	 socfin	aceh		
20		indonesia	aceh singkil	2.391111	97.95666667	socfin indonesia	lae butar	socfin	aceh	rspo certified, ip	po1000001775
21	ferrero	indonesia		0.783222	101.050278	pt buana wiralestari mas	nagasakti	 golden agri-resources ltd	riau		
21		indonesia	kampar	0.7827	101.04956700000001	buana wiralestari mas	naga sakti	sinar mas	riau	rspo certified, ip	po1000001061
22	ferrero	papua new guinea		-5.0941089999999996	151.224494	hargy palm oil ltd	navo	 sipef	west new britain		
22		papua new guinea	talasea	-5.0941089999999996	151.224494	hargy oil palm limited	navo mill	sipef	west new britain	rspo certified, ip	po1000000105
23	ferrero	malaysia		2.706414	102.785011	mahamurni plantation	palong cocoa	 kulim berhad	johor		
23		malaysia	segamat	2.7064	102.785012	mahamurni plantations sdn bhd	palong cocoa	kulim (malaysia) berhad	johor	rspo certified, ip	po1000001265
24	ferrero	indonesia		-0.05	102.075	pankalang lesung		 pt musim mas	riau		
24		indonesia	pelalawan	-0.05	102.075	musim mas	pangkalan lesung	musim mas	riau	rspo certified, ip	po1000000355
25	ferrero	indonesia		1.2508059999999999	116.72888889	pt dharma satya	pt dharma satya nusantara 2	 dharma satya	east kalimantan		
25		indonesia	kutai timur	1.2508059999999999	116.728917	dharma satya nusantara	pt dharma satya nusantara	dharma satya nusantara (dsn)	kalimantan timur	rspo certified, ip	po1000000939
26	ferrero	malaysia		1.73003	103.53925100000001	sedenak		 kulim berhad	johor		
26		malaysia	kulaijaya	1.7308580000000002	103.53832299999999	epa management sdn bhd	sedenak	kulim (malaysia) berhad	johor	rspo certified, mb	po1000000019
27	ferrero	malaysia		3.9692	100.9856	seri intan		 sime darby plantation	perak		
27		malaysia	hilir perak	3.9692279999999998	100.985558	sime darby plantation bhd	seri intan (sou 5)	sime darby	perak	rspo certified, ip	po1000000193
28	ferrero	indonesia		3.9652800000000004	96.56528	pt socfin indonesia	seunagan	 socfin	aceh		
28		indonesia	nagan raya	3.965278	96.565278	socfin indonesia	seumanyam	socfin	aceh	rspo certified, ip	po1000001777
29	ferrero	malaysia		1.98537	103.46231	sindora		 kulim berhad	johor		
29		malaysia	keluang	1.9853720000000001	103.46231	sindora berhad	sindora	kulim (malaysia) berhad	johor	rspo certified, mb	po1000001264
30	ferrero	malaysia		2.5283333	101.89527779999999	sua betong		 sime darby plantation	negeri sembilan		
30		malaysia	port dickson	2.5283330000000004	101.895278	sime darby plantation bhd	sua betong (sou 15)	sime darby	negeri sembilan	rspo certified, ip	po1000000298
31	ferrero	indonesia		4.231944444	98.05944444	pt socfin indonesia	sungai liput	 socfin	aceh		
31		indonesia	aceh tamiang	4.2319	98.0594	socfin indonesia	sungai liput	socfin	aceh	rspo certified, ip	po1000001251
32	ferrero	indonesia		3.2038889999999998	99.404444	pt socfin indonesia	tanah gambus	 socfin	north sumatra		
32		indonesia	batu bara	3.204167	99.403889	socfin indonesia	tanah gambus	socfin	sumatera utara	rspo certified, ip	po1000000352
33	ferrero	malaysia		2.6553	101.79279	sime darby plantation	tanah merah	 socfin	negeri sembilan		
33		malaysia	port dickson	2.655278	101.792778	sime darby plantation bhd	tanah merah (sou 14)	sime darby	negeri sembilan	rspo certified, ip	po1000000098
34	ferrero	malaysia		3.3956388999999993	101.41761109999999	tennamaram		 sime darby plantation	selangor		
34		malaysia	kuala selangor	3.395639	101.417614	sime darby plantation bhd	tennamaram (sou 6)	sime darby	selangor	rspo certified, ip	po1000000157
35	ferrero	malaysia		2.217518	103.35139000000001	mahamurni plantation	tereh	 kulim berhad	johor		
35		malaysia	keluang	2.2170229999999997	103.352357	epa management sdn bhd	tereh	kulim (malaysia) berhad	johor	rspo certified, ip	po1000001263
36	ferrero	malaysia		1.834444	103.4625	southern keratong plantations	ulu remis	 sime darby plantation	johor		
36		malaysia	keluang	1.834444	103.4625	sime darby plantation bhd	ulu remis (sou 23)	sime darby	johor	rspo certified, ip	po1000000307
37	ferrero	malaysia		2.90503	101.360866	west oil		 sime darby plantation	selangor		
37		malaysia	kuala langat	2.905	101.361306	sime darby plantation bhd	west (sou 9)	sime darby	selangor	rspo certified, ip	po1000000103
38	kellog	indonesia	labuhanbatu selatan	2.051269	100.252339		abdi budi mulia	aathi bagawathi manufacturing	sumatera utara		
38		indonesia	labuhanbatu selatan	2.0512694	100.252339	abdi budi mulia	abdi budi mulia 1	sumber tani harapan (sth)	sumatera utara		po1000004269
39	kellog	malaysia	segamat	2.251472222	103.05130559999999		johor labis	achi jaya plantations	johor		
39		malaysia	segamat	2.251472	103.05130600000001	achi jaya plantations sdn bhd	johor labis	achi jaya plantations sdn bhd	johor		po1000003713
40	kellog	indonesia	kampar	-0.108983	101.386783		segati	adimulia agrolestari	riau		
40		indonesia	kampar	-0.108983	101.386783	adimulia agrolestari	adimulya agro lestari	adimulia	riau		po1000004351
41	kellog	indonesia	seluma	-3.9987160000000004	102.429673		agri andalas	agri andalas	bengkulu		
41		indonesia	seluma	-3.9987160000000004	102.429673	agri andalas	agri andalas	unknown	bengkulu		po1000004554
42	kellog	indonesia	bengkulu utara	-3.200972	101.630139		agri cinal	agri cinal	bengkulu		
42		indonesia	bengkulu utara	-3.200972	101.630139	agricinal	agricinal	unknown	bengkulu		po1000004072
43	kellog	malaysia	gua musang	4.9778720000000005	101.955083		syarikat ladang (sungai terah)	agro palm	kelantan		
43		malaysia	gua musang	4.9778720000000005	101.955083	syarikat ladang sungai terah sdn bhd	kilang sawit sungai terah	kumpulan perladangan pkink bhd	kelantan		po1000003903
44	kellog	indonesia	pasaman barat	0.224338	99.71557		agro wira ligatsa	agro wira ligatsa	sumatera barat		
44		indonesia	pasaman barat	0.224338	99.71557	agro wira ligatsa	agro wira ligatsa	unknown	sumatera barat		po1000008158
45	kellog	indonesia	ketapang	-1.5212219999999999	110.45891499999999		pekawai	agrolestari mandiri	kalimantan barat		
45		indonesia	ketapang	-1.5212219999999999	110.45891499999999	agro lestari mandiri	pekawai	sinar mas	kalimantan barat		po1000001637
46	kellog	indonesia	labuhanbatu utara	2.541258	99.88067		agung agro lestari	agung agro lestari	sumatera utara		
46		indonesia	labuhanbatu utara	2.541258	99.88067	agung agro lestari	agung agro lestari	unknown	sumatera utara		po1000004218
47	kellog	indonesia	landak	0.23495	109.85213300000001		ichtiar gusti pudi	ahmad zaki resources	kalimantan barat		
47		indonesia	landak	0.23495	109.85213300000001	ichtiar gusti pudi	ichtiar gusti pudi	ahmad zaki resources berhad	kalimantan barat		po1000007515
48	kellog	indonesia	tanjung jabung b	-1.078917	103.007933		anekapura multikerta	anekapura multikerta	jambi		
48		indonesia	tanjung jabung b	-1.078917	103.007933	aneka pura multi kerta	kampung baru	unknown	jambi		po1000004842
49	kellog	indonesia	mukomuko	-3.133826	101.601609		mitra puding mas	anglo-eastern plantations	bengkulu		
49		indonesia	mukomuko	-3.133789	101.60162	mitra puding mas	mitra puding mas	anglo-eastern plantation (aep)	bengkulu		po1000004942
50	kellog	indonesia	barito timur	-2.072833	115.06866699999999		sawit graha manunggal	anglo-eastern plantations	kalimantan tengah		
50		indonesia	barito timur	-2.07272	115.06853999999998	sawit graha manunggal	sawit graha manunggal	anglo-eastern plantation (aep)	kalimantan tengah		po1000007627
51	kellog	indonesia	labuhanbatu selatan	1.669611	100.161519		tasik raja	anglo-eastern plantations	sumatera utara		
51		indonesia	labuhanbatu selatan	1.669611	100.161528	tasik raja	tasik raja	anglo-eastern plantation (aep)	sumatera utara		po1000004476
52	kellog	indonesia	langkat	3.493983	98.397		united kingdom indonesia plantations	anglo-eastern plantations	sumatera utara		
52		indonesia	langkat	3.493983	98.397	united kingdom indonesia plantation	blankahan	anglo-eastern plantation (aep)	sumatera utara		po1000004344
53	kellog	indonesia	bengkulu utara	-3.13275	101.8766		alno agro utama	anglo-eastern plantations	bengkulu		
53		indonesia	bengkulu utara	-3.13275	101.8766	alno agro utama	sumido	anglo-eastern plantation (aep)	bengkulu		po1000004215
54	kellog	malaysia	hilir perak	3.9555599999999997	101.199		anson oil	mhc plantations	perak		
54		malaysia	hilir perak	3.9555599999999997	101.199	anson oil industries sdn bhd	anson oil industries	mhc plantations bhd	perak		po1000006192
55	kellog	indonesia	mukomuko	-2.875886	101.4245		bumi mentari karya (air hitam)	anugerah	bengkulu		
55		indonesia	mukomuko	-2.8755900000000003	101.423755	bumi mentari karya	bumi mentari karya	superventure	bengkulu		po1000004078
56	kellog	indonesia	kaur	-4.5632	103.1132		anugerah pelangi sukses	anugerah pelangi sukses	bengkulu		
56		indonesia	kaur	-4.5632	103.1132	anugerah pelangi sukses	anugerah pelangi sukses	superventure	bengkulu		po1000004575
57	kellog	indonesia	labuhanbatu selatan	2.0630669999999998	100.146783		anugerah tanjung medan	anugerah tanjung medan	sumatera utara		
57		indonesia	labuhanbatu selatan	2.0630669999999998	100.146783	anugerah tanjung medan	anugerah tanjung medan	unknown	sumatera utara		po1000004513
58	kellog	indonesia	asahan	2.7065810000000003	99.618478		anugrah multi sawita	anugrah multi sawita	sumatera utara		
58		indonesia	asahan	2.706553	99.61797299999999	anugrah multi sawita	anugrah multi sawita	unknown	sumatera utara		po1000008388
59	kellog	malaysia	bandar baharu	5.278791	100.686093		arah kawasan	arah kawasan	kedah		
59		malaysia	bandar baharu	5.278791	100.686093	arah kawasan sdn bhd	arah kawasan	arah kawasan sdn bhd	kedah		po1000003715
60	kellog	indonesia	katingan	-2.253034	113.379145		arjuna utama sawit	arjuna utama sawit	kalimantan tengah		
60		indonesia	katingan	-2.253034	113.379145	arjuna utama sawit	arjuna utama sawit	gccp resources	kalimantan tengah		po1000007549
61	kellog	indonesia	batu bara	3.099345	99.594727		arya rama persada	arya rama persada	sumatera utara		
61		indonesia	batu bara	3.099345	99.594727	arya rama persada	arya rama persada	unknown	sumatera utara		po1000008214
62	kellog	indonesia	labuhanbatu selatan	1.9000560000000002	100.186611		asam jawa	asam jawa	sumatera utara		
62		indonesia	labuhanbatu selatan	1.9000599999999999	100.18661	asam jawa	asam jawa	asam jawa	sumatera utara		po1000004500
63	kellog	indonesia	kotawaringin timur	-2.58287	112.62698		sapta karya damai	asam jawa	kalimantan tengah		
63		indonesia	kotawaringin timur	-2.58287	112.62698	sapta karya damai	sapta karya damai	asam jawa	kalimantan tengah		po1000004214
64	kellog	indonesia	kotawaringin timur	-1.993683	112.83168300000001		swadaya sapta putra	asam jawa	kalimantan tengah		
64		indonesia	kotawaringin timur	-1.993683	112.83168300000001	swadaya sapta putra	swadaya sapta putra	merbaujaya indahraya	kalimantan tengah		po1000004931
65	kellog	indonesia	kotawaringin timur	-1.943668	112.72881100000001		uniprimacom i	asam jawa	kalimantan tengah		
65		indonesia	kotawaringin timur	-1.943668	112.72881100000001	uni primacom	uni primacom pks 1	musirawas	kalimantan tengah		po1000008591
66	kellog	indonesia	hulu sungai selatan	-2.652773	114.970661		subur agro makmur	astra agro lestari	kalimantan selatan		
66		indonesia	hulu sungai selatan	-2.652773	114.970661	subur agro makmur	subur agro makmur	astra agro lestari	kalimantan selatan		po1000004228
67	kellog	indonesia	mamuju utara	-1.6937900000000001	119.36168		suryaraya lestari 1	astra agro lestari	sulawesi barat		
67		indonesia	mamuju utara	-1.6937900000000001	119.36168	suryaraya lestari	suryaraya lestari 1	astra agro lestari	sulawesi barat		po1000004481
68	kellog	indonesia	aceh barat	4.349781	96.165		karya tanah subur	astra agro lestari	aceh		
68		indonesia	aceh barat	4.349722	96.16444399999999	karya tanah subur	karya tanah subur	astra agro lestari	aceh		po1000004571
69	kellog	indonesia	aceh singkil	2.314164	97.995719		perkebunan lembah bhakti	astra agro lestari	aceh		
69		indonesia	aceh singkil	2.314164	97.995719	perkebunan lembah bhakti	perkebunan lembah bhakti 1	astra agro lestari	aceh		po1000004167
70	kellog	indonesia	rokan hulu	0.88425	100.611683		eka dura indonesia (sei manding)	astra agro lestari	riau		
70		indonesia	rokan hulu	0.88425	100.611683	eka dura indonesia	eka dura indonesia	astra agro lestari	riau		po1000004422
71	kellog	indonesia	merangin	-1.957817	102.37265		sari aditya loka 1	astra agro lestari	jambi		
71		indonesia	merangin	-1.957817	102.37265	sari aditya loka	sari aditya loka 1	astra agro lestari	jambi		po1000004505
72	kellog	indonesia	sarolangun	-1.6512799999999999	102.308184		sari aditya loka 2	astra agro lestari	jambi		
72		indonesia	bungo	-1.6512799999999999	102.308184	sari aditya loka	sari aditya loka 2	astra agro lestari	jambi		po1000008403
73	kellog	indonesia	pelalawan	-0.0016	102.1963889		sari lembah subur	astra agro lestari	riau		
73		indonesia	pelalawan	-0.002078	102.19641700000001	sari lembah subur	sari lembah subur 2	astra agro lestari	riau		po1000007596
74	kellog	indonesia	sarolangun	-2.086512	102.80149300000001		sungai air jernih	bahana karya semesta	jambi		
74		indonesia	sarolangun	-2.086512	102.80149300000001	bahana karya semesta	sungai air jernih	sinar mas	jambi		po1000008429
75	kellog	indonesia	aceh tamiang	4.356517	98.1062		bahari dwikencana lestari	bahari dwikencana lestari	aceh		
75		indonesia	aceh tamiang	4.356517	98.1062	bumi sama ganda	bumi sama ganda	unknown	aceh		po1000004572
76	kellog	indonesia	muaro jambi	-1.6804	103.799883		sumbertama nusa pertiwi	bakrie sumatera plantations	jambi		
76		indonesia	muaro jambi	-1.6804	103.799883	sumbertama nusapertiwi	sumbertama nusa pertiwi	bakrie	jambi		po1000004101
77	kellog	indonesia	tanjung jabung b	-1.077625	103.109411		agro mitra madani (agrowiyana)	bakrie sumatera plantations	jambi		
77		indonesia	tanjung jabung b	-1.077592	103.110697	agro mitra madani	agro mitra madani	bakrie	jambi	rspo certified, mb	po1000000884
78	kellog	indonesia	labuhanbatu utara	2.5836330000000003	99.78246700000001		graha dura leidong prima	bakrie sumatera plantations	sumatera utara		
78		indonesia	labuhanbatu utara	2.5836330000000003	99.78246700000001	grahadura leidongprima	leidong makmur	bakrie	sumatera utara		po1000004217
79	kellog	malaysia	batu pahat	2.045553	102.879797		ban dung	ban dung palm oil industries	johor		
79		malaysia	batu pahat	2.045553	102.879797	ban dung palm oil industries sdn bhd	ban dung	ban dung palm oil industries sdn bhd	johor		po1000003718
80	kellog	indonesia	bengkulu utara	-3.3635833330000002	101.82688890000001		kencana katara kewala	bara adipratama	bengkulu		
80		indonesia	bengkulu utara	-3.3635832999999997	101.82688890000001	kencana katara kewala	kencana ketara kewala	unknown	bengkulu		po1000005204
81	kellog	indonesia	kayong utara	-1.000083	110.19566699999999		"barumun agro sentosa (cipta usaha 
sejati)"	pasifik agro sentosa	kalimantan barat		
81		indonesia	kayong utara	-1.000083	110.19566699999999	cipta usaha sejati	mabali	pasifik agro sentosa (pas)	kalimantan barat		po1000004318
82	kellog	indonesia	padang lawas utara	1.621528	100.103086		"barumun agro sentosa (aek sigala 
gala)"	pasifik agro sentosa	sumatera utara		
82		indonesia	padang lawas utara	1.621167	100.10244399999999	barumun agri sentosa	aek sigala gala	pasifik agro sentosa (pas)	sumatera utara	rspo certified, mb	po1000001315
83	kellog	malaysia	bintulu	3.063214	113.068154		bbc palm oil mill	bbc palm oil mill	sarawak		
83		malaysia	bintulu	3.063214	113.068154	bbc palm oil mill sdn bhd	bbc	bbc holdings (sarawak) sdn bhd	sarawak		po1000003719
84	kellog	malaysia	segamat	2.1669669999999996	103.058453		syarikat perusahaan	bell group	johor		
84		malaysia	segamat	2.1669669999999996	103.058453	syarikat perusahaan kelapa sawit sdn bhd	syarikat perusahaan kelapa sawit	bell group	johor		po1000003721
85	kellog	malaysia	batu pahat	1.9164139999999998	102.89236899999999		bell palm industries	bell group	johor		
85		malaysia	batu pahat	1.9167779999999999	102.89175	bell palm industries sdn bhd	bell palm industries	bell group	johor		po1000003724
86	kellog	malaysia	pontian	1.565394	103.467956		united bell	bell group	johor		
86		malaysia	pontian	1.565451	103.467984	kilang sawit united bell sdn bhd	united belll	bell group	johor		po1000003823
87	kellog	malaysia	port dickson	2.467726	101.99351		bell kilang sawit linggi	bell group	negeri sembilan		
87		malaysia	port dickson	2.468325	101.993762	bell-ksl sdn bhd	bell-ksl	bell group	negeri sembilan		po1000007579
88	kellog	malaysia	alor gajah	2.3776349999999997	101.98531700000001		bell sri lingga	bell group	melaka		
88		malaysia	alor gajah	2.3776349999999997	101.98531700000001	bell sri lingga sdn bhd	bell sri lingga	bell group	melaka		po1000006242
89	kellog	malaysia	kinabatangan	5.2046980000000005	118.077104		kilang sawit bell	bell group	sabah		
89		malaysia	kinabatangan	5.2046980000000005	118.077104	kilang sawit bell sdn bhd	kilang sawit bell	bell group	sabah		po1000003819
90	kellog	indonesia	bengkulu selatan	-4.533972	103.056		bengkulu sawit lestari	bengkulu sawit lestari	bengkulu		
90		indonesia	bengkulu selatan	-4.533458	103.0570027	bengkulu sawit lestari	bengkulu sawit lestari	unknown	bengkulu		po1000005206
91	kellog	indonesia	kutai timur	1.263417	117.602556		muara bulan	bima agri sawit	kalimantan timur		
91		indonesia	kutai timur	1.263417	117.602556	bima agri sawit	muara bulan	bima palma	kalimantan timur		po1000007467
92	kellog	indonesia	kutai timur	0.752007	117.405472		bima palma nugraha	palm mas asri	kalimantan timur		
92		indonesia	kutai timur	0.751819	117.405166	bima palma nugraha	tepian langsat	bima palma	kalimantan timur		po1000006150
93	kellog	indonesia	deli serdang	3.5419440000000004	98.794167		palm trimitra indotama	bina sawit nusantara	sumatera utara		
93		indonesia	deli serdang	3.5419440000000004	98.794167	palm trimitra indotama	palm trimitra indotama	unknown	sumatera utara		po1000004486
94	kellog	indonesia	musi banyuasin	-2.173	103.98700000000001		mangsang	binakarya eramandiri	sumatera selatan		
94		indonesia	musi banyuasin	-2.173	103.98700000000001	binakarya eramandiri	mangsang	unknown	sumatera selatan		po1000007628
95	kellog	indonesia	sanggau	-0.11225	110.33238300000001		bintang harapan desa	bintang harapan desa	kalimantan barat		
95		indonesia	sanggau	-0.11225	110.33238300000001	bintang harapan desa	bintang harapan desa	bintang harapan desa (bhd)	kalimantan barat		po1000004352
96	kellog	indonesia	bireuen	4.985	96.69888900000001		blang ketumba	blang ketumba	aceh		
96		indonesia	bireuen	4.984983000000001	96.7	blang ketumba	blang ketumba	unknown	aceh		po1000004582
97	kellog	malaysia	lahad datu	4.989722	118.555103		sandau (sebrang)	borneo samudera	sabah		
97		malaysia	lahad datu	4.989722	118.555103	sawit kinabalu sdn bhd	sebrang	sawit kinabalu sdn bhd	sabah		po1000003733
98	kellog	malaysia	kota marudu	6.571735	116.70833700000001		langkon	borneo samudera	sabah		
98		malaysia	kota marudu	6.571735	116.70833700000001	sawit kinabalu sdn bhd	langkon	sawit kinabalu sdn bhd	sabah		po1000003728
99	kellog	malaysia	beaufort	5.2560139999999995	115.656269		lumadan	borneo samudera	sabah		
99		malaysia	beaufort	5.2560139999999995	115.656269	sawit kinabalu sdn bhd	lumadan	sawit kinabalu sdn bhd	sabah		po1000003729
100	kellog	malaysia	sandakan	5.634348999999999	118.125504		sepagaya	borneo samudera	sabah		
100		malaysia	sandakan	5.633883	118.12495	sawit kinabalu sdn bhd	sepagaya	sawit kinabalu sdn bhd	sabah		po1000003795
101	kellog	malaysia	kota tinggi	1.5673190000000001	104.045142		telok sengat	boustead estate agency	johor		
101		malaysia	kota tinggi	1.566934	104.044935	boustead telok sengat sdn bhd	telok sengat	boustead plantations berhad	johor		po1000003738
102	kellog	malaysia	kuala krai	5.482125	102.219672		lepan kabu	boustead estate agency	kelantan		
102		malaysia	kuala krai	5.482125	102.219672	boustead plantations bhd	lepan kabu kks	boustead plantations berhad	kelantan		po1000006158
103	kellog	malaysia	larut and matang	4.6739559999999996	100.70695500000001		terong	boustead estate agency	perak		
103		malaysia	larut and matang	4.67356	100.70815400000001	boustead plantations berhad	trong oil mill	boustead plantations berhad	perak	rspo certified, ip	po1000006389
104	kellog	malaysia	pekan	3.3369999999999997	103.099972		sungai jernih	boustead estate agency	pahang		
104		malaysia	pekan	3.3369999999999997	103.099972	boustead plantations berhad	sungai jernih	boustead plantations berhad	pahang	rspo certified, ip	po1000000338
105	kellog	malaysia	semporna	4.48163	118.39817		segaria	boustead estate agency	sabah		
105		malaysia	semporna	4.48163	118.39817	boustead emastulin sdn bhd	segaria	boustead plantations berhad	sabah	rspo certified, ip	po1000003734
106	kellog	malaysia	lahad datu	5.210414	117.80966000000001		segamaha	boustead estate agency	sabah		
106		malaysia	lahad datu	5.210414	117.80966000000001	boustead rimba nilai sdn bhd	segamaha	boustead plantations berhad	sabah	rspo certified, mb	po1000003737
107	kellog	malaysia	sandakan	5.900239	117.854611		gradient (nak)	boustead estate agency	sabah		
107		malaysia	sandakan	5.900126	117.85423300000001	boustead gradient sdn bhd	nak	boustead plantations berhad	sabah	rspo certified, mb	po1000002706
108	kellog	malaysia	beluran	6.257292	117.313204		rimba nilai	boustead estate agency	sabah		
108		malaysia	beluran	6.257292	117.313204	boustead rimba nilai sdn bhd	rimba nilai	boustead plantations berhad	sabah		po1000003736
109	kellog	indonesia	batu bara	3.1425799999999997	99.51103		buana sawit indah	buana sawit indah	sumatera utara		
109		indonesia	batu bara	3.1425799999999997	99.51103	buana sawit indah	buana sawit indah	unknown	sumatera utara		po1000008217
110	kellog	indonesia	kapuas hulu	1.019664	111.87921499999999		seriang	buana tunas sejahtera	kalimantan barat		
110		indonesia	kapuas hulu	1.019664	111.87921499999999	kapuasindo palm industry	kapuasindo palm industry	sinar mas	kalimantan barat		po1000006362
111	kellog	indonesia	muaro jambi	-1.348467	103.543133		"batanghari sawit sejahtera (muaro 
jambi)"	bukit barisan indah prima	jambi		
111		indonesia	muaro jambi	-1.348467	103.543133	batanghari sawit sejahtera	batanghari sawit sejahtera	bbip palm	jambi		po1000004455
112	kellog	indonesia	muaro jambi	-1.339617	103.455383		bukit barisan indah prima	bukit barisan indah prima	jambi		
112		indonesia	muaro jambi	-1.339617	103.455383	bukit barisan indah prima	bukit barisan indah prima	bbip palm	jambi		po1000004454
113	kellog	indonesia	bengkalis	1.54875	102.08845		meskom agro sarimas	bumi	riau		
113		indonesia	bengkalis	1.54875	102.08845	meskom agro sarimas	meskom agro sarimas	sarimas	riau		po1000004470
114	kellog	indonesia	bangka barat	-1.820496	105.55116799999999		bumi permai lestari (bukit perak)	golden agri resources	bangka belitung		
114		indonesia	bangka barat	-1.8201470000000002	105.55090420000002	bumi permai lestari	bukit perak	sinar mas	bangka belitung	rspo certified, mb	po1000001761
115	kellog	indonesia	ketapang	-2.546278	110.384971		agro sejahtera manunggal	bumitama gunajaya agro	kalimantan barat		
115		indonesia	ketapang	-2.546278	110.384971	agro sejahtera manunggal	pembangunan raya	bumitama gunajaya agro (bga)	kalimantan barat	rspo certified, mb	po1000004866
